subject,lab,model,nll
IBL-T2,angelakilab,outcome_history,0.2980956829616307
IBL-T4,angelakilab,combined_evidence,0.28685139170711943
IBL-T4,angelakilab,combined_history,0.289137522804087
IBL-T4,angelakilab,evidence_history,0.3453089880598357
IBL-T4,angelakilab,learning_evidence,0.32856774290810997
IBL-T4,angelakilab,learning_history,0.3353585972571228
IBL-T4,angelakilab,long_evidence,0.289369252543917
IBL-T4,angelakilab,long_history,0.29235934826230486
IBL-T4,angelakilab,outcome_history,0.35215867929361677
KS002,cortexlab,combined_evidence,0.4264744385887298
KS002,cortexlab,combined_history,0.42908418740244086
KS002,cortexlab,evidence_history,0.4556799615874667
KS002,cortexlab,learning_evidence,0.4550548502549687
KS002,cortexlab,learning_history,0.46085684445497455
KS002,cortexlab,long_evidence,0.42924034228347374
KS002,cortexlab,long_history,0.4327662503168842
KS002,cortexlab,outcome_history,0.4611707986321267
KS004,cortexlab,combined_evidence,0.40531534576884715
KS004,cortexlab,combined_history,0.4059310170107953
KS004,cortexlab,evidence_history,0.41681580304983373
KS004,cortexlab,learning_evidence,0.4068791123096412
KS004,cortexlab,learning_history,0.40905208650103153
KS004,cortexlab,long_evidence,0.40588490924660614
KS004,cortexlab,long_history,0.4067059975653932
KS004,cortexlab,outcome_history,0.4186418035613818
KS005,cortexlab,combined_evidence,0.4149768863857323
KS005,cortexlab,combined_history,0.4172210965605051
KS005,cortexlab,evidence_history,0.4309280537845421
KS005,cortexlab,learning_evidence,0.4224727953664028
KS005,cortexlab,learning_history,0.4263366309502536
KS005,cortexlab,long_evidence,0.41304508770995707
KS005,cortexlab,long_history,0.4152389724696156
KS005,cortexlab,outcome_history,0.4350604028895436
KS015,cortexlab,combined_evidence,0.26054399022968044
KS015,cortexlab,combined_history,0.26144409527498846
KS015,cortexlab,evidence_history,0.27145307152907644
KS015,cortexlab,learning_evidence,0.2669890073818831
KS015,cortexlab,learning_history,0.2686106533308586
KS015,cortexlab,long_evidence,0.261011311424378
KS015,cortexlab,long_history,0.26210756061952206
KS015,cortexlab,outcome_history,0.2729251373450848
KS019,cortexlab,combined_evidence,0.40056919324631024
KS019,cortexlab,combined_history,0.402197040735105
KS019,cortexlab,evidence_history,0.42846123499000105
KS019,cortexlab,learning_evidence,0.41255839743787087
KS019,cortexlab,learning_history,0.41641766241887945
KS019,cortexlab,long_evidence,0.40009106261368715
KS019,cortexlab,long_history,0.4018025616264574
KS019,cortexlab,outcome_history,0.4324350494680019
KS021,cortexlab,combined_evidence,0.35218856520824765
KS021,cortexlab,combined_history,0.35286460364312855
KS021,cortexlab,evidence_history,0.4092686241201322
KS021,cortexlab,learning_evidence,0.39428331743723277
KS021,cortexlab,learning_history,0.3976516678429573
KS021,cortexlab,long_evidence,0.3536364379895728
KS021,cortexlab,long_history,0.35455642583682273
KS021,cortexlab,outcome_history,0.4124837712503867
KS022,cortexlab,combined_evidence,0.269190357884269
KS022,cortexlab,combined_history,0.2712348040423784
KS022,cortexlab,evidence_history,0.2945098547312866
KS022,cortexlab,learning_evidence,0.28863340510227414
KS022,cortexlab,learning_history,0.29248435242894366
KS022,cortexlab,long_evidence,0.2693908150646609
KS022,cortexlab,long_history,0.2717098127353221
KS022,cortexlab,outcome_history,0.297936046199839
KS023,cortexlab,combined_evidence,0.2506770710207792
KS023,cortexlab,combined_history,0.2519263698607273
KS023,cortexlab,evidence_history,0.2523867788368909
KS023,cortexlab,learning_evidence,0.2523645766736041
KS023,cortexlab,learning_history,0.2544185888404019
KS023,cortexlab,long_evidence,0.2505566613061015
KS023,cortexlab,long_history,0.25195031510724886
KS023,cortexlab,outcome_history,0.2542179642875731
NYU-06,angelakilab,combined_evidence,0.3174982993252057
NYU-06,angelakilab,combined_history,0.3185546204700014
